	score	0.95 moe	p-value (forward)	p-value (reverse)	p-value	fdr (forward)	fdr (reverse)	fdr
Camptothecin_D	-0.3744503795287629		0.956115107914	0.0438848920863	0.0438848920863	1.0	0.328921568627	0.328921568627
SL_0101-1_D	-0.37373818381276325		0.955513407456	0.0444865925441	0.0444865925441	1.0	0.331804878049	0.331804878049
BAY_61-3606_ALPHA	-0.37276445137857755		0.954780902551	0.0452190974493	0.0452190974493	1.0	0.335631067961	0.335631067961
VX-702_ALPHA	-0.37086995422471575		0.952936559843	0.047063440157	0.047063440157	1.0	0.345961538462	0.345961538462
WZ-1-84_D	-0.3708619204319654		0.952936559843	0.047063440157	0.047063440157	1.0	0.345961538462	0.345961538462
AZD6482_D	-0.3699128516255624		0.951890124264	0.0481098757358	0.0481098757358	1.0	0.351961722488	0.351961722488
GDC0941_D	-0.3673042602898024		0.949103989536	0.0508960104644	0.0508960104644	1.0	0.370571428571	0.370571428571
Vorinostat_IC_50_LOW	-0.3651100410756451		0.947050359712	0.0529496402878	0.0529496402878	1.0	0.383396226415	0.383396226415
Sorafenib_D	-0.3648638992076566		0.946841072596	0.0531589274035	0.0531589274035	1.0	0.383396226415	0.383396226415
Rapamycin_IC_90	-0.36458295280791025		0.946448659254	0.0535513407456	0.0535513407456	1.0	0.38441314554	0.38441314554
Dasatinib_D	-0.3634179705733936		0.945127534336	0.0548724656638	0.0548724656638	1.0	0.392056074766	0.392056074766
CEP-701_D	-0.36265299513921545		0.944238064094	0.0557619359058	0.0557619359058	1.0	0.396558139535	0.396558139535
QS11_ALPHA	-0.35926334381626657		0.940693263571	0.059306736429	0.059306736429	1.0	0.416697247706	0.416697247706
KU-55933_ALPHA	-0.35925113259431257		0.940667102681	0.0593328973185	0.0593328973185	1.0	0.416697247706	0.416697247706
Vorinostat_IC_50	-0.35920980433056876		0.940588620013	0.0594113799869	0.0594113799869	1.0	0.416697247706	0.416697247706
Imatinib_ALPHA	-0.35833869845943833		0.939672988882	0.0603270111184	0.0603270111184	1.0	0.420446428571	0.420446428571
GW843682X_D	-0.35788010538300413		0.939110529758	0.060889470242	0.060889470242	1.0	0.420446428571	0.420446428571
AZD-0530_D	-0.3576539569917349		0.938835840419	0.0611641595814	0.0611641595814	1.0	0.420446428571	0.420446428571
ZM-447439_D	-0.35760607129695393		0.93875735775	0.0612426422498	0.0612426422498	1.0	0.420446428571	0.420446428571
AMG-706_D	-0.35749802863073377		0.938600392413	0.0613996075867	0.0613996075867	1.0	0.420446428571	0.420446428571
ABT-263_AUC	-0.35731160048777816		0.938404185742	0.0615958142577	0.0615958142577	1.0	0.420446428571	0.420446428571
ABT-263_IC_50_HIGH	-0.35393866246653677		0.934859385219	0.0651406147809	0.0651406147809	1.0	0.432542372881	0.432542372881
SL_0101-1_BETA	-0.353833454499151		0.934728580772	0.0652714192283	0.0652714192283	1.0	0.432542372881	0.432542372881
Axitinib_D	-0.353754566102453		0.934689339438	0.0653106605625	0.0653106605625	1.0	0.432542372881	0.432542372881
RO-3306_D	-0.3536451567339025		0.934623937214	0.0653760627861	0.0653760627861	1.0	0.432542372881	0.432542372881
PD-173074_ALPHA	-0.35319956184149637		0.934153041203	0.0658469587966	0.0658469587966	1.0	0.432542372881	0.432542372881
Sorafenib_BETA	-0.3529180841881092		0.933878351864	0.066121648136	0.066121648136	1.0	0.432542372881	0.432542372881
ATRA_BETA	-0.3529058630009749		0.933852190974	0.0661478090255	0.0661478090255	1.0	0.432542372881	0.432542372881
OSI-906_IC_90	-0.3528884024076995		0.933826030085	0.066173969915	0.066173969915	1.0	0.432542372881	0.432542372881
AZD-2281_IC_50_HIGH	-0.3526678990723352		0.93359058208	0.0664094179202	0.0664094179202	1.0	0.432542372881	0.432542372881
AS601245_D	-0.3524419303129162		0.933355134075	0.0666448659254	0.0666448659254	1.0	0.432542372881	0.432542372881
GSK-650394_D	-0.35240263274227795		0.933328973185	0.0666710268149	0.0666710268149	1.0	0.432542372881	0.432542372881
Pyrimethamine_B	-0.35228214923842804		0.933237410072	0.0667625899281	0.0667625899281	1.0	0.432542372881	0.432542372881
NVP-TAE684_D	-0.3516736518299736		0.932531066056	0.0674689339438	0.0674689339438	1.0	0.434476987448	0.434476987448
Cyclopamine_IC_90	-0.35147330133756194		0.932334859385	0.0676651406148	0.0676651406148	1.0	0.434476987448	0.434476987448
GW_441756_IC_90	-0.3511766129404304		0.932086330935	0.0679136690647	0.0679136690647	1.0	0.434476987448	0.434476987448
BIRB_0796_IC_90	-0.35021174137719113		0.930817527796	0.0691824722041	0.0691824722041	1.0	0.440164609053	0.440164609053
BX-795_D	-0.35005437844970044		0.930582079791	0.0694179202093	0.0694179202093	1.0	0.440164609053	0.440164609053
GNF-2_D	-0.3496401585634923		0.930124264225	0.069875735775	0.069875735775	1.0	0.440164609053	0.440164609053
LFM-A13_D	-0.34955283668708426		0.930045781557	0.0699542184434	0.0699542184434	1.0	0.440164609053	0.440164609053
Nilotinib_IC_90	-0.34919844780658044		0.929692609549	0.0703073904513	0.0703073904513	1.0	0.440573770492	0.440573770492
PF-562271_D	-0.3485165069674315		0.929038587312	0.070961412688	0.070961412688	1.0	0.442857142857	0.442857142857
Roscovitine_ALPHA	-0.34812890496818255		0.928633093525	0.0713669064748	0.0713669064748	1.0	0.443577235772	0.443577235772
Lenalidomide_IC_50_HIGH	-0.34736039782420836		0.927521255723	0.0724787442773	0.0724787442773	1.0	0.448663967611	0.448663967611
SL_0101-1_ALPHA	-0.34656113275920053		0.926448659254	0.0735513407456	0.0735513407456	1.0	0.451462450593	0.451462450593
LAQ824_IC_50_HIGH	-0.3463320619979126		0.92618705036	0.0738129496403	0.0738129496403	1.0	0.451462450593	0.451462450593
681640_D	-0.3459214815558853		0.925624591236	0.0743754087639	0.0743754087639	1.0	0.451462450593	0.451462450593
Vorinostat_AUC	-0.3459072501883055		0.925624591236	0.0743754087639	0.0743754087639	1.0	0.451462450593	0.451462450593
ABT-263_D	-0.3457300515318324		0.925376062786	0.0746239372139	0.0746239372139	1.0	0.451462450593	0.451462450593
Vorinostat_IC_50_HIGH	-0.3456666113465576		0.925297580118	0.0747024198823	0.0747024198823	1.0	0.451462450593	0.451462450593
RDEA119_D	-0.3451644737985953		0.924682799215	0.0753172007848	0.0753172007848	1.0	0.452392156863	0.452392156863
Pyrimethamine_BETA	-0.3450901718549891		0.924551994768	0.0754480052322	0.0754480052322	1.0	0.452392156863	0.452392156863
BMS-536924_BETA	-0.3437253322852046		0.923034663179	0.0769653368215	0.0769653368215	1.0	0.4596875	0.4596875
JNK_Inhibitor_VIII_D	-0.3430209187108917		0.922171353826	0.077828646174	0.077828646174	1.0	0.463035019455	0.463035019455
OSU-03012_ALPHA	-0.3412716419596967		0.919908436887	0.0800915631131	0.0800915631131	1.0	0.473822393822	0.473822393822
SB590885_D	-0.3410483326992496		0.919738391105	0.0802616088947	0.0802616088947	1.0	0.473822393822	0.473822393822
681640_ALPHA	-0.34025224087586664		0.918731196861	0.0812688031393	0.0812688031393	1.0	0.475190839695	0.475190839695
ABT-263_IC_50	-0.3401938137319333		0.918652714192	0.0813472858077	0.0813472858077	1.0	0.475190839695	0.475190839695
ABT-263_IC_75	-0.3401124825269292		0.918574231524	0.0814257684761	0.0814257684761	1.0	0.475190839695	0.475190839695
Vorinostat_IC_25	-0.3376020831226318		0.915003270111	0.0849967298888	0.0849967298888	1.0	0.494144486692	0.494144486692
Lenalidomide_D	-0.3370850573959501		0.914244604317	0.0857553956835	0.0857553956835	1.0	0.495849056604	0.495849056604
AKT_inhibitor_VIII_ALPHA	-0.33690458313187727		0.91406147809	0.0859385219097	0.0859385219097	1.0	0.495849056604	0.495849056604
LAQ824_IC_90	-0.3356944291156839		0.912374100719	0.0876258992806	0.0876258992806	1.0	0.503271375465	0.503271375465
NSC-87877_IC_50	-0.335353577277285		0.911968606933	0.0880313930674	0.0880313930674	1.0	0.503271375465	0.503271375465
S-Trityl-L-cysteine_D	-0.3350448422338411		0.911550032701	0.0884499672989	0.0884499672989	1.0	0.503271375465	0.503271375465
Parthenolide_ALPHA	-0.3349730644895629		0.911458469588	0.088541530412	0.088541530412	1.0	0.503271375465	0.503271375465
KU-55933_BETA	-0.332019998166789		0.907011118378	0.092988881622	0.092988881622	1.0	0.526592592593	0.526592592593
Sorafenib_AUC	-0.3298692102122832		0.904054937868	0.0959450621321	0.0959450621321	1.0	0.541328413284	0.541328413284
NSC-87877_IC_50_LOW	-0.3293424409310547		0.90323086985	0.0967691301504	0.0967691301504	1.0	0.543970588235	0.543970588235
Cisplatin_D	-0.32834547114181384		0.901831262263	0.0981687377371	0.0981687377371	1.0	0.549816849817	0.549816849817
Cisplatin_BETA	-0.328073430872829		0.901438848921	0.0985611510791	0.0985611510791	1.0	0.55	0.55
GDC-0449_BETA	-0.3275999492887527		0.900758665795	0.0992413342054	0.0992413342054	1.0	0.550144927536	0.550144927536
CGP-60474_ALPHA	-0.32755373117069264		0.900693263571	0.099306736429	0.099306736429	1.0	0.550144927536	0.550144927536
PD-173074_D	-0.32704858979066576		0.899869195553	0.100130804447	0.100130804447	1.0	0.552707581227	0.552707581227
CCT018159_ALPHA	-0.3264937867117405		0.899018966645	0.100981033355	0.100981033355	1.0	0.555395683453	0.555395683453
KU-55933_D	-0.32597164034266274		0.898064094179	0.101935905821	0.101935905821	1.0	0.557428571429	0.557428571429
SB590885_B	-0.3259076567746739		0.897920209287	0.102079790713	0.102079790713	1.0	0.557428571429	0.557428571429
Axitinib_IC_90	-0.32539223296948044		0.897004578156	0.102995421844	0.102995421844	1.0	0.560427046263	0.560427046263
CCT007093_IC_75	-0.32317127054359696		0.893538260301	0.106461739699	0.106461739699	1.0	0.577234042553	0.577234042553
PF-4708671_D	-0.3208790742244005		0.890045781557	0.109954218443	0.109954218443	1.0	0.59406360424	0.59406360424
ABT-263_IC_25	-0.31944971360103763		0.887730542838	0.112269457162	0.112269457162	1.0	0.602447552448	0.602447552448
XMD8-85_ALPHA	-0.31937885912789177		0.887573577502	0.112426422498	0.112426422498	1.0	0.602447552448	0.602447552448
NSC-87877_IC_75	-0.3192047071382709		0.887311968607	0.112688031393	0.112688031393	1.0	0.602447552448	0.602447552448
Nilotinib_IC_75	-0.3184465018542153		0.886317854807	0.113682145193	0.113682145193	1.0	0.60375	0.60375
Nilotinib_IC_50	-0.3184401187458043		0.886278613473	0.113721386527	0.113721386527	1.0	0.60375	0.60375
NSC-87877_IC_90	-0.3178592680745449		0.885533028123	0.114466971877	0.114466971877	1.0	0.605605536332	0.605605536332
Pyrimethamine_IC_50_HIGH	-0.3166697593750632		0.883675604971	0.116324395029	0.116324395029	1.0	0.609559322034	0.609559322034
BMS-708163_BETA	-0.31618089838962654		0.883047743623	0.116952256377	0.116952256377	1.0	0.609559322034	0.609559322034
VX-702_IC_25	-0.315906651411699		0.882576847613	0.117423152387	0.117423152387	1.0	0.609559322034	0.609559322034
Nilotinib_IC_25	-0.3158972722865011		0.882563767168	0.117436232832	0.117436232832	1.0	0.609559322034	0.609559322034
CCT018159_D	-0.315825851289264		0.882498364944	0.117501635056	0.117501635056	1.0	0.609559322034	0.609559322034
NSC-87877_IC_25	-0.31576619752430557		0.882393721387	0.117606278613	0.117606278613	1.0	0.609559322034	0.609559322034
MG-132_ALPHA	-0.31473356341030045		0.880732504905	0.119267495095	0.119267495095	1.0	0.616081081081	0.616081081081
Nutlin-3a_D	-0.3143203584002228		0.880117724003	0.119882275997	0.119882275997	1.0	0.616866666667	0.616866666667
VX-702_IC_90	-0.31392420995529946		0.879476782211	0.120523217789	0.120523217789	1.0	0.616866666667	0.616866666667
EHT_1864_IC_90	-0.31372211474377415		0.879228253761	0.120771746239	0.120771746239	1.0	0.616866666667	0.616866666667
MG-132_B	-0.3135530843558091		0.878966644866	0.121033355134	0.121033355134	1.0	0.616866666667	0.616866666667
Tipifarnib_BETA	-0.31289284598096234		0.878168737737	0.121831262263	0.121831262263	1.0	0.618870431894	0.618870431894
OSU-03012_BETA	-0.31101889633151697		0.874780902551	0.125219097449	0.125219097449	1.0	0.633973509934	0.633973509934
Elesclomol_BETA	-0.3107630729149081		0.874244604317	0.125755395683	0.125755395683	1.0	0.634587458746	0.634587458746
BMS-708163_D	-0.3090694853742284		0.871249182472	0.128750817528	0.128750817528	1.0	0.647565789474	0.647565789474
VX-702_IC_50	-0.30835355343402265		0.870124264225	0.129875735775	0.129875735775	1.0	0.648831168831	0.648831168831
BMS-536924_D	-0.30821604264597274		0.86988881622	0.13011118378	0.13011118378	1.0	0.648831168831	0.648831168831
BI-2536_ALPHA	-0.3080295481055367		0.869574885546	0.130425114454	0.130425114454	1.0	0.648831168831	0.648831168831
AICAR_BETA	-0.307951390622547		0.869300196207	0.130699803793	0.130699803793	1.0	0.648831168831	0.648831168831
A-770041_D	-0.3075801085192389		0.868606932636	0.131393067364	0.131393067364	1.0	0.650161812298	0.650161812298
VX-702_D	-0.30657100886949973		0.86668410726	0.13331589274	0.13331589274	1.0	0.654102564103	0.654102564103
VX-702_IC_50_LOW	-0.30653242512965645		0.866618705036	0.133381294964	0.133381294964	1.0	0.654102564103	0.654102564103
RO-3306_B	-0.3064718851231421		0.866527141923	0.133472858077	0.133472858077	1.0	0.654102564103	0.654102564103
BX-795_IC_25	-0.3060558769640943		0.865860039241	0.134139960759	0.134139960759	1.0	0.655271565495	0.655271565495
NU-7441_B	-0.3053542651848156		0.864316546763	0.135683453237	0.135683453237	1.0	0.660063091483	0.660063091483
PLX4720_B	-0.30510818230410275		0.863897972531	0.136102027469	0.136102027469	1.0	0.660063091483	0.660063091483
MK-2206_IC_90	-0.30486905810903153		0.863440156965	0.136559843035	0.136559843035	1.0	0.660063091483	0.660063091483
17-AAG_B	-0.3047042782331389		0.863152387181	0.136847612819	0.136847612819	1.0	0.660063091483	0.660063091483
17-AAG_BETA	-0.30447995957240465		0.862668410726	0.137331589274	0.137331589274	1.0	0.660314465409	0.660314465409
KIN001-135_D	-0.30356896533303035		0.860706344016	0.139293655984	0.139293655984	1.0	0.666	0.666
Salubrinal_D	-0.30352997401551357		0.860614780903	0.139385219097	0.139385219097	1.0	0.666	0.666
Shikonin_D	-0.3022714243622738		0.857867887508	0.142132112492	0.142132112492	1.0	0.676636085627	0.676636085627
Mitomycin_C_IC_90	-0.3018129770951162		0.857083060824	0.142916939176	0.142916939176	1.0	0.676636085627	0.676636085627
PAC-1_BETA	-0.30143845555076326		0.856285153695	0.143714846305	0.143714846305	1.0	0.676636085627	0.676636085627
BIBW2992_B	-0.30132191176452616		0.856102027469	0.143897972531	0.143897972531	1.0	0.676636085627	0.676636085627
ATRA_IC_50_LOW	-0.3010932020669194		0.855539568345	0.144460431655	0.144460431655	1.0	0.676636085627	0.676636085627
VX-702_B	-0.30103390482445785		0.855408763898	0.144591236102	0.144591236102	1.0	0.676636085627	0.676636085627
AZD-2281_IC_90	-0.3009956762025217		0.855291039895	0.144708960105	0.144708960105	1.0	0.676636085627	0.676636085627
ABT-263_B	-0.3006932112551236		0.854689339438	0.145310660562	0.145310660562	1.0	0.67737804878	0.67737804878
CEP-701_ALPHA	-0.300222321554298		0.853472858077	0.146527141923	0.146527141923	1.0	0.677970149254	0.677970149254
AICAR_ALPHA	-0.29994048708935855		0.852635709614	0.147364290386	0.147364290386	1.0	0.677970149254	0.677970149254
NVP-BEZ235_B	-0.2998690404045433		0.852504905167	0.147495094833	0.147495094833	1.0	0.677970149254	0.677970149254
LAQ824_IC_50	-0.2995715627528114		0.851863963375	0.148136036625	0.148136036625	1.0	0.677970149254	0.677970149254
Embelin_ALPHA	-0.29950023872665965		0.851680837148	0.148319162852	0.148319162852	1.0	0.677970149254	0.677970149254
Bortezomib_ALPHA	-0.29946249599294206		0.851641595814	0.148358404186	0.148358404186	1.0	0.677970149254	0.677970149254
Bosutinib_BETA	-0.299390778726982		0.851458469588	0.148541530412	0.148541530412	1.0	0.677970149254	0.677970149254
WH-4-023_D	-0.29911049071033047		0.850739045128	0.149260954872	0.149260954872	1.0	0.679226190476	0.679226190476
VX-702_AUC	-0.2986296257092547		0.849758011772	0.150241988228	0.150241988228	1.0	0.681661721068	0.681661721068
PF-562271_IC_90	-0.2974596365736841		0.847468933944	0.152531066056	0.152531066056	1.0	0.685923753666	0.685923753666
GSK269962A_BETA	-0.2973952880543578		0.847325049052	0.152674950948	0.152674950948	1.0	0.685923753666	0.685923753666
Docetaxel_IC_90	-0.2973330018240139		0.84715500327	0.15284499673	0.15284499673	1.0	0.685923753666	0.685923753666
AZD8055_B	-0.29726162404954404		0.847024198823	0.152975801177	0.152975801177	1.0	0.685923753666	0.685923753666
Thapsigargin_IC_50_HIGH	-0.29663321431300804		0.845755395683	0.154244604317	0.154244604317	1.0	0.688971428571	0.688971428571
GDC0941_B	-0.2964396150037206		0.845402223676	0.154597776324	0.154597776324	1.0	0.688971428571	0.688971428571
Vinorelbine_IC_50_HIGH	-0.29597349465884565		0.844368868542	0.155631131458	0.155631131458	1.0	0.688971428571	0.688971428571
Axitinib_IC_75	-0.2958069557054672		0.843858731197	0.156141268803	0.156141268803	1.0	0.688971428571	0.688971428571
ZM-447439_IC_50_HIGH	-0.2957716194214988		0.843767168084	0.156232831916	0.156232831916	1.0	0.688971428571	0.688971428571
RDEA119_B	-0.29564009266168817		0.843531720078	0.156468279922	0.156468279922	1.0	0.688971428571	0.688971428571
Nutlin-3a_B	-0.2952930359916183		0.842930019621	0.157069980379	0.157069980379	1.0	0.688971428571	0.688971428571
BIRB_0796_B	-0.29502329717805625		0.842419882276	0.157580117724	0.157580117724	1.0	0.688971428571	0.688971428571
BAY_61-3606_IC_50_HIGH	-0.29497669757605066		0.842289077829	0.157710922171	0.157710922171	1.0	0.688971428571	0.688971428571
AZD8055_IC_50	-0.294230726518556		0.840667102681	0.159332897319	0.159332897319	1.0	0.694074074074	0.694074074074
NSC-87877_AUC	-0.29337132557740253		0.838718116416	0.161281883584	0.161281883584	1.0	0.699376770538	0.699376770538
AZD8055_D	-0.2932771137124001		0.83853499019	0.16146500981	0.16146500981	1.0	0.699376770538	0.699376770538
Erlotinib_D	-0.2928071728610379		0.837580117724	0.162419882276	0.162419882276	1.0	0.701525423729	0.701525423729
CCT007093_D	-0.2916065863529234		0.83508175278	0.16491824722	0.16491824722	1.0	0.710309859155	0.710309859155
KU-55933_B	-0.29139405185899303		0.834610856769	0.165389143231	0.165389143231	1.0	0.710337078652	0.710337078652
AZD7762_D	-0.29089631187932874		0.83359058208	0.16640941792	0.16640941792	1.0	0.710611111111	0.710611111111
ZM-447439_B	-0.290626721693781		0.83309352518	0.16690647482	0.16690647482	1.0	0.710611111111	0.710611111111
PD-0325901_B	-0.2905572536346537		0.832884238064	0.167115761936	0.167115761936	1.0	0.710611111111	0.710611111111
BX-795_IC_50	-0.2904725490015658		0.832688031393	0.167311968607	0.167311968607	1.0	0.710611111111	0.710611111111
ATRA_B	-0.2898936368728178		0.831301504251	0.168698495749	0.168698495749	1.0	0.714515235457	0.714515235457
Vinorelbine_D	-0.28914517155745034		0.829679529104	0.170320470896	0.170320470896	1.0	0.717260273973	0.717260273973
SB_216763_B	-0.2888615824550643		0.829064748201	0.170935251799	0.170935251799	1.0	0.717260273973	0.717260273973
SL_0101-1_B	-0.28879646983468427		0.828920863309	0.171079136691	0.171079136691	1.0	0.717260273973	0.717260273973
VX-702_IC_75	-0.2887310314346208		0.828776978417	0.171223021583	0.171223021583	1.0	0.717260273973	0.717260273973
